#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2013 01 29 12 50 317 14.3 17.2  3.65  9.09  6.77 315 1027.0  10.2  10.9 999.0 99.0 99.00
2013 01 29 13 50 321 14.4 17.5  3.86  9.09  6.95 318 1026.8  10.2  10.9 999.0 99.0 99.00
2013 01 29 14 50 322 13.8 16.8  3.69  7.69  6.75 319 1027.4  10.2  10.9 999.0 99.0 99.00
2013 01 29 15 50 318 12.5 15.4  3.70  8.33  6.90 328 1027.6  10.2  10.9 999.0 99.0 99.00
2013 01 29 16 50 322 14.0 17.4  3.60  9.09  6.77 322 1027.5  10.2  10.9 999.0 99.0 99.00
2013 01 29 17 50 320 14.7 18.0  3.87 10.00  6.93 319 1027.5  10.1  10.8 999.0 99.0 99.00
2013 01 29 18 50 323 13.6 16.4  4.02  8.33  7.08 321 1028.4  10.2  10.8 999.0 99.0 99.00
2013 01 29 19 50 324 12.6 15.1  3.61 10.00  6.83 318 1028.1  10.2  10.8 999.0 99.0 99.00
2013 01 29 20 50 325 13.2 17.0  3.54  8.33  6.93 319 1027.3  10.2  10.8 999.0 99.0 99.00
2013 01 29 21 50 319 12.5 15.6  3.70  8.33  7.07 321 1026.5  10.2  10.8 999.0 99.0 99.00
2013 01 29 22 50 322 12.3 14.8  3.46 10.00  6.96 310 1026.4  10.3  10.8 999.0 99.0 99.00
2013 01 29 23 50 315 13.3 16.0  3.52 10.00  6.95 313 1025.8  10.4  10.8 999.0 99.0 99.00
2013 01 30 00 50 316 12.2 15.8 99.00 99.00 99.00 999 1026.0  10.4  10.8 999.0 99.0 99.00
2013 01 30 01 50 311 13.1 15.3  3.49  8.33  6.75 319 1025.5  10.4  10.8 999.0 99.0 99.00
2013 01 30 02 50 319 12.5 14.9  3.22  9.09  6.58 313 1026.2  10.5  10.8 999.0 99.0 99.00
2013 01 30 03 50 326 11.5 14.0  3.71  9.09  7.03 317 1026.4  10.5  10.8 999.0 99.0 99.00
2013 01 30 04 50 321 11.0 13.8  3.65  9.09  7.11 318 1026.3  10.5  10.8 999.0 99.0 99.00
2013 01 30 05 50 323 10.9 13.2  3.07  9.09  6.79 316 1026.2  10.5  10.8 999.0 99.0 99.00
2013 01 30 06 50 325 10.4 12.6  3.30 10.00  6.99 315 1026.3  10.5  10.8 999.0 99.0 99.00
2013 01 30 07 50 326 10.6 13.2  3.48 10.00  6.98 318 1026.2  10.5  10.8 999.0 99.0 99.00
2013 01 30 08 50 325 10.8 13.1  3.12  9.09  6.80 317 1025.7  10.6  10.8 999.0 99.0 99.00
2013 01 30 09 50 329 10.2 12.0  3.23 10.00  6.96 314 1025.7  10.5  10.8 999.0 99.0 99.00
2013 01 30 10 50 331  8.8 10.7  3.16 10.00  7.19 318 1025.8  10.6  10.8 999.0 99.0 99.00
2013 01 30 11 50 330 10.0 12.0  3.04 10.00  7.05 316 1025.4  10.5  10.8 999.0 99.0 99.00
2013 01 30 12 50 332  9.7 11.6  2.87 10.00  7.10 314 1025.2  10.4  10.8 999.0 99.0 99.00
2013 01 30 13 50 329  9.9 11.8  3.12 10.00  7.33 317 1025.5  10.5  10.8 999.0 99.0 99.00
2013 01 30 14 50 332  8.8  9.9  2.78 10.00  6.83 313 1026.1  10.4  10.8 999.0 99.0 99.00
2013 01 30 15 50 330  8.3 10.3  2.84 10.00  7.14 315 1026.8  10.5  10.8 999.0 99.0 99.00
2013 01 30 16 50 330  7.3  8.7  2.57 10.00  6.93 314 1027.3  10.6  10.8 999.0 99.0 99.00
2013 01 30 17 50 318  8.1  9.6  2.39  8.33  6.81 317 1027.3  10.5  10.8 999.0 99.0 99.00
2013 01 30 18 50 320  6.3  7.8  2.53  9.09  7.08 312 1027.8  10.6  10.9 999.0 99.0 99.00
2013 01 30 19 50 324  5.4  6.9  2.57  9.09  7.36 317 1027.6  10.6  10.9 999.0 99.0 99.00
2013 01 30 20 50 315  4.9  5.9  2.67  9.09  7.43 314 1026.6  10.5  11.0 999.0 99.0 99.00
2013 01 30 21 50 323  4.6  5.6  2.44 10.81  7.59 315 1026.0  10.5  11.1 999.0 99.0 99.00
2013 01 30 22 50 319  4.3  5.5  2.29 10.00  7.36 314 1025.9  10.6  11.2 999.0 99.0 99.00
2013 01 30 23 50 318  4.9  6.3  2.37 10.00  7.71 313 1025.9  10.7  11.1 999.0 99.0 99.00
2013 01 31 00 50 330  5.1  6.5  2.48 10.81  7.67 317 1025.6  10.6  11.1 999.0 99.0 99.00
2013 01 31 01 50 329  6.2  7.5  2.49 10.00  7.39 316 1025.6  10.4  11.0 999.0 99.0 99.00
2013 01 31 02 50 329  5.9  7.1  2.36 10.00  7.19 319 1025.5  10.4  10.9 999.0 99.0 99.00
2013 01 31 03 50 327  5.9  7.1  2.41 10.81  7.45 324 1025.4  10.4  10.9 999.0 99.0 99.00
2013 01 31 04 50 335  4.5  5.3  2.17 10.81  7.29 309 1025.7  10.3  10.8 999.0 99.0 99.00
2013 01 31 05 50 330  4.1  5.0  2.08 10.00  7.34 313 1025.4  10.3  10.8 999.0 99.0 99.00
2013 01 31 06 50 316  4.3  5.1  2.04  9.09  7.61 312 1025.3  10.3  10.8 999.0 99.0 99.00
2013 01 31 07 50 319  4.3  5.2  2.12 10.00  7.68 320 1025.3  10.3  10.9 999.0 99.0 99.00
2013 01 31 08 50 313  4.5  5.3  2.17 10.00  7.94 317 1025.1  10.3  10.9 999.0 99.0 99.00
2013 01 31 09 50 319  3.4  4.3  1.90  9.09  7.91 321 1025.0  10.4  10.9 999.0 99.0 99.00
2013 01 31 10 50 325  4.2  5.1  1.96 10.00  7.66 320 1024.8  10.4  10.8 999.0 99.0 99.00
2013 01 31 11 50 358  2.7  3.5  1.98 10.00  7.68 320 1024.7  10.4  10.9 999.0 99.0 99.00
2013 01 31 12 50 349  2.8  3.4  1.92  9.09  7.75 318 1024.5  10.4  10.9 999.0 99.0 99.00
2013 01 31 13 50 339  4.5  5.4  1.88  8.33  7.26 325 1024.2  10.5  10.9 999.0 99.0 99.00
2013 01 31 14 50 349  6.1  7.2  1.77 10.00  7.12 320 1024.1  10.8  10.9 999.0 99.0 99.00
2013 01 31 15 50 360  5.8  6.9  1.75 14.81  7.28 292 1024.6  10.8  10.9 999.0 99.0 99.00
2013 01 31 16 50   2  6.3  7.4  1.70 10.00  6.72 314 1024.7  11.0  10.9 999.0 99.0 99.00
2013 01 31 17 50   1  6.1  7.0  1.78 13.79  6.73 289 1025.0  10.8  10.9 999.0 99.0 99.00
2013 01 31 18 50   3  6.2  7.1  1.66  9.09  6.42 326 1024.8  11.2  11.0 999.0 99.0 99.00
2013 01 31 19 50   3  3.8  4.5  1.93  9.09  7.43 321 1024.6  11.3  11.0 999.0 99.0 99.00
2013 01 31 20 50   3  3.4  4.0  1.75 14.81  7.53 269 1023.8  11.5  11.1 999.0 99.0 99.00
2013 01 31 21 50 339  3.4  4.0  1.72  9.09  7.45 322 1023.1  12.0  11.2 999.0 99.0 99.00
2013 01 31 22 50 321  5.8  6.9  1.79 13.79  7.72 280 1022.8  11.2  11.2 999.0 99.0 99.00
